Poll ID,Date,Respondents,Media Outlet,Pollster,Media Index,Party,Votes,Votes_Rank
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Bennett's Party,0,14
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Balad,0,13
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Hadash Ta'al,0,12
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Otzma Yehudit,0,11
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Ra'am,4,10
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Joint Arab List,4,9
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Yisrael Beiteinu,7,8
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,UTJ,7,7
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,The Democrats,8,6
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Shas,9,5
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Religious Zionism,12,4
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Blue & White,12,3
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Yesh Atid,23,2
145,2022-10-13,537,ערוץ 14,דירקט פולס,18,Likud,34,1
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Likud,32,1
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Yesh Atid,26,2
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Religious Zionism,12,3
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Blue & White,12,4
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,The Democrats,10,5
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Shas,8,6
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,UTJ,7,7
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Yisrael Beiteinu,5,8
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Joint Arab List,4,9
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Ra'am,4,10
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Otzma Yehudit,0,11
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Hadash Ta'al,0,12
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Balad,0,13
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Bennett's Party,0,14
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,Yashar!,0,15
144,2022-10-13,802,חדשות 13,קמיל פוקס,22,The Reservists,0,16
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,The Reservists,0,16
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Yashar!,0,15
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Bennett's Party,0,14
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Otzma Yehudit,0,13
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Balad,0,12
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Hadash Ta'al,0,11
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Joint Arab List,4,10
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Ra'am,4,9
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Yisrael Beiteinu,6,8
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,UTJ,7,7
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Shas,8,6
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,The Democrats,9,5
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Blue & White,12,4
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Religious Zionism,13,3
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Yesh Atid,25,2
143,2022-10-12,712,ערוץ הכנסת,מנחם לזר,3,Likud,32,1
142,2022-10-12,700,103FM,מנחם לזר,7,Likud,32,1
142,2022-10-12,700,103FM,מנחם לזר,7,Yesh Atid,25,2
142,2022-10-12,700,103FM,מנחם לזר,7,Religious Zionism,13,3
142,2022-10-12,700,103FM,מנחם לזר,7,Blue & White,11,4
142,2022-10-12,700,103FM,מנחם לזר,7,The Democrats,10,5
142,2022-10-12,700,103FM,מנחם לזר,7,Shas,8,6
142,2022-10-12,700,103FM,מנחם לזר,7,UTJ,7,7
142,2022-10-12,700,103FM,מנחם לזר,7,Yisrael Beiteinu,6,8
142,2022-10-12,700,103FM,מנחם לזר,7,Joint Arab List,4,9
142,2022-10-12,700,103FM,מנחם לזר,7,Ra'am,4,10
142,2022-10-12,700,103FM,מנחם לזר,7,Hadash Ta'al,0,11
142,2022-10-12,700,103FM,מנחם לזר,7,Balad,0,12
142,2022-10-12,700,103FM,מנחם לזר,7,Otzma Yehudit,0,13
142,2022-10-12,700,103FM,מנחם לזר,7,Bennett's Party,0,14
142,2022-10-12,700,103FM,מנחם לזר,7,Yashar!,0,15
142,2022-10-12,700,103FM,מנחם לזר,7,The Reservists,0,16
141,2022-10-11,500,חדשות 12,מנו גבע,26,Likud,31,1
141,2022-10-11,500,חדשות 12,מנו גבע,26,Yesh Atid,24,2
141,2022-10-11,500,חדשות 12,מנו גבע,26,Religious Zionism,13,3
141,2022-10-11,500,חדשות 12,מנו גבע,26,Blue & White,12,4
141,2022-10-11,500,חדשות 12,מנו גבע,26,The Democrats,11,5
141,2022-10-11,500,חדשות 12,מנו גבע,26,Shas,8,6
141,2022-10-11,500,חדשות 12,מנו גבע,26,UTJ,7,7
141,2022-10-11,500,חדשות 12,מנו גבע,26,Yisrael Beiteinu,6,8
141,2022-10-11,500,חדשות 12,מנו גבע,26,Joint Arab List,4,9
141,2022-10-11,500,חדשות 12,מנו גבע,26,Ra'am,4,10
141,2022-10-11,500,חדשות 12,מנו גבע,26,Otzma Yehudit,0,11
141,2022-10-11,500,חדשות 12,מנו גבע,26,Hadash Ta'al,0,12
141,2022-10-11,500,חדשות 12,מנו גבע,26,Balad,0,13
141,2022-10-11,500,חדשות 12,מנו גבע,26,Bennett's Party,0,14
141,2022-10-11,500,חדשות 12,מנו גבע,26,Yashar!,0,15
141,2022-10-11,500,חדשות 12,מנו גבע,26,The Reservists,0,16
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Likud,32,1
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Yesh Atid,24,2
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Religious Zionism,13,3
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Blue & White,12,4
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,The Democrats,10,5
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Shas,8,6
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,UTJ,7,7
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Yisrael Beiteinu,6,8
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Joint Arab List,4,9
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Ra'am,4,10
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Otzma Yehudit,0,11
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Hadash Ta'al,0,12
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Balad,0,13
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Bennett's Party,0,14
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,Yashar!,0,15
140,2022-10-11,649,כאן חדשות,דודי חסיד,13,The Reservists,0,16
139,2022-10-07,705,מעריב,מנחם לזר,18,Likud,32,1
139,2022-10-07,705,מעריב,מנחם לזר,18,Yesh Atid,23,2
139,2022-10-07,705,מעריב,מנחם לזר,18,Religious Zionism,14,3
139,2022-10-07,705,מעריב,מנחם לזר,18,Blue & White,12,4
139,2022-10-07,705,מעריב,מנחם לזר,18,The Democrats,10,5
139,2022-10-07,705,מעריב,מנחם לזר,18,Shas,8,6
139,2022-10-07,705,מעריב,מנחם לזר,18,UTJ,7,7
139,2022-10-07,705,מעריב,מנחם לזר,18,Yisrael Beiteinu,6,8
139,2022-10-07,705,מעריב,מנחם לזר,18,Joint Arab List,4,9
139,2022-10-07,705,מעריב,מנחם לזר,18,Ra'am,4,10
139,2022-10-07,705,מעריב,מנחם לזר,18,Otzma Yehudit,0,11
139,2022-10-07,705,מעריב,מנחם לזר,18,Hadash Ta'al,0,12
139,2022-10-07,705,מעריב,מנחם לזר,18,Balad,0,13
139,2022-10-07,705,מעריב,מנחם לזר,18,Bennett's Party,0,14
139,2022-10-07,705,מעריב,מנחם לזר,18,Yashar!,0,15
139,2022-10-07,705,מעריב,מנחם לזר,18,The Reservists,0,16
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Likud,35,1
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Yesh Atid,23,2
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Blue & White,11,3
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Religious Zionism,11,4
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,The Democrats,10,5
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Shas,9,6
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,UTJ,7,7
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Yisrael Beiteinu,6,8
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Joint Arab List,4,9
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Ra'am,4,10
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Otzma Yehudit,0,11
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Hadash Ta'al,0,12
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Balad,0,13
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Bennett's Party,0,14
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,Yashar!,0,15
138,2022-10-06,591,ערוץ 14,דירקט פולס,17,The Reservists,0,16
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Likud,32,1
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Yesh Atid,24,2
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Religious Zionism,13,3
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Blue & White,11,4
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,The Democrats,11,5
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Shas,8,6
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,UTJ,7,7
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Yisrael Beiteinu,6,8
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Ra'am,4,9
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Joint Arab List,4,10
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Hadash Ta'al,0,11
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Balad,0,12
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Otzma Yehudit,0,13
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Bennett's Party,0,14
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,Yashar!,0,15
137,2022-10-06,715,ערוץ הכנסת,מנחם לזר,2,The Reservists,0,16
136,2022-10-06,511,ישראל היום,יצחק כץ,7,The Reservists,0,16
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Yashar!,0,15
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Bennett's Party,0,14
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Otzma Yehudit,0,13
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Balad,0,12
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Hadash Ta'al,0,11
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Ra'am,4,10
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Joint Arab List,4,9
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Yisrael Beiteinu,5,8
136,2022-10-06,511,ישראל היום,יצחק כץ,7,UTJ,7,7
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Shas,8,6
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Blue & White,11,5
136,2022-10-06,511,ישראל היום,יצחק כץ,7,The Democrats,12,4
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Religious Zionism,13,3
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Yesh Atid,24,2
136,2022-10-06,511,ישראל היום,יצחק כץ,7,Likud,32,1
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Likud,32,1
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Yesh Atid,24,2
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Blue & White,12,3
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Religious Zionism,12,4
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,The Democrats,11,5
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Shas,8,6
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,UTJ,7,7
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Yisrael Beiteinu,6,8
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Ra'am,4,9
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Joint Arab List,4,10
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Hadash Ta'al,0,11
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Balad,0,12
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Otzma Yehudit,0,13
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Bennett's Party,0,14
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,Yashar!,0,15
135,2022-10-03,501,גלי צה״ל,מנו גבע,1,The Reservists,0,16
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,The Reservists,0,16
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Yashar!,0,15
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Bennett's Party,0,14
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Balad,0,13
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Hadash Ta'al,0,12
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Otzma Yehudit,0,11
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Ra'am,4,10
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Joint Arab List,4,9
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Yisrael Beiteinu,5,8
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,UTJ,7,7
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Shas,8,6
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,The Democrats,10,5
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Blue & White,12,4
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Religious Zionism,14,3
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Yesh Atid,25,2
134,2022-10-02,701,חדשות 13,קמיל פוקס,21,Likud,31,1
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,The Reservists,0,16
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Yashar!,0,15
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Bennett's Party,0,14
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Balad,0,13
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Hadash Ta'al,0,12
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Otzma Yehudit,0,11
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Ra'am,4,10
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Joint Arab List,4,9
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Yisrael Beiteinu,6,8
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,UTJ,7,7
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Shas,8,6
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,The Democrats,10,5
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Religious Zionism,12,4
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Blue & White,12,3
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Yesh Atid,25,2
133,2022-10-01,652,כאן חדשות,דודי חסיד,12,Likud,32,1
132,2022-09-30,1433,מעריב,מנחם לזר,17,The Reservists,0,16
132,2022-09-30,1433,מעריב,מנחם לזר,17,Yashar!,0,15
132,2022-09-30,1433,מעריב,מנחם לזר,17,Bennett's Party,0,14
132,2022-09-30,1433,מעריב,מנחם לזר,17,Balad,0,13
132,2022-09-30,1433,מעריב,מנחם לזר,17,Hadash Ta'al,0,12
132,2022-09-30,1433,מעריב,מנחם לזר,17,Otzma Yehudit,0,11
132,2022-09-30,1433,מעריב,מנחם לזר,17,Ra'am,4,10
132,2022-09-30,1433,מעריב,מנחם לזר,17,Joint Arab List,4,9
132,2022-09-30,1433,מעריב,מנחם לזר,17,Yisrael Beiteinu,6,8
132,2022-09-30,1433,מעריב,מנחם לזר,17,UTJ,7,7
132,2022-09-30,1433,מעריב,מנחם לזר,17,Shas,8,6
132,2022-09-30,1433,מעריב,מנחם לזר,17,The Democrats,10,5
132,2022-09-30,1433,מעריב,מנחם לזר,17,Blue & White,13,4
132,2022-09-30,1433,מעריב,מנחם לזר,17,Religious Zionism,13,3
132,2022-09-30,1433,מעריב,מנחם לזר,17,Yesh Atid,24,2
132,2022-09-30,1433,מעריב,מנחם לזר,17,Likud,31,1
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Likud,35,1
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Yesh Atid,23,2
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Blue & White,13,3
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Religious Zionism,11,4
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Shas,9,5
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,The Democrats,8,6
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,UTJ,7,7
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Yisrael Beiteinu,6,8
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Joint Arab List,4,9
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Ra'am,4,10
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Otzma Yehudit,0,11
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Hadash Ta'al,0,12
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Balad,0,13
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Bennett's Party,0,14
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,Yashar!,0,15
131,2022-09-29,500,ערוץ 14,דירקט פולס,16,The Reservists,0,16
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Likud,32,1
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Yesh Atid,24,2
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Religious Zionism,13,3
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Blue & White,12,4
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,The Democrats,10,5
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Shas,8,6
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,UTJ,7,7
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Yisrael Beiteinu,6,8
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Ra'am,4,9
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Joint Arab List,4,10
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Hadash Ta'al,0,11
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Balad,0,12
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Otzma Yehudit,0,13
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Bennett's Party,0,14
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,Yashar!,0,15
130,2022-09-29,700,ערוץ הכנסת,מנחם לזר,1,The Reservists,0,16
129,2022-09-28,600,חדשות 12,מנו גבע,25,The Reservists,0,16
129,2022-09-28,600,חדשות 12,מנו גבע,25,Yashar!,0,15
129,2022-09-28,600,חדשות 12,מנו גבע,25,Bennett's Party,0,14
129,2022-09-28,600,חדשות 12,מנו גבע,25,Balad,0,13
129,2022-09-28,600,חדשות 12,מנו גבע,25,Hadash Ta'al,0,12
129,2022-09-28,600,חדשות 12,מנו גבע,25,Otzma Yehudit,0,11
129,2022-09-28,600,חדשות 12,מנו גבע,25,Ra'am,4,10
129,2022-09-28,600,חדשות 12,מנו גבע,25,Joint Arab List,4,9
129,2022-09-28,600,חדשות 12,מנו גבע,25,Yisrael Beiteinu,6,8
129,2022-09-28,600,חדשות 12,מנו גבע,25,UTJ,7,7
129,2022-09-28,600,חדשות 12,מנו גבע,25,Shas,8,6
129,2022-09-28,600,חדשות 12,מנו גבע,25,The Democrats,10,5
129,2022-09-28,600,חדשות 12,מנו גבע,25,Religious Zionism,12,4
129,2022-09-28,600,חדשות 12,מנו גבע,25,Blue & White,13,3
129,2022-09-28,600,חדשות 12,מנו גבע,25,Yesh Atid,24,2
129,2022-09-28,600,חדשות 12,מנו גבע,25,Likud,32,1
128,2022-09-23,703,מעריב,מנחם לזר,16,The Reservists,0,16
128,2022-09-23,703,מעריב,מנחם לזר,16,Yashar!,0,15
128,2022-09-23,703,מעריב,מנחם לזר,16,Bennett's Party,0,14
128,2022-09-23,703,מעריב,מנחם לזר,16,Balad,0,13
128,2022-09-23,703,מעריב,מנחם לזר,16,Hadash Ta'al,0,12
128,2022-09-23,703,מעריב,מנחם לזר,16,Otzma Yehudit,0,11
128,2022-09-23,703,מעריב,מנחם לזר,16,Ra'am,4,10
128,2022-09-23,703,מעריב,מנחם לזר,16,Joint Arab List,4,9
128,2022-09-23,703,מעריב,מנחם לזר,16,Yisrael Beiteinu,5,8
128,2022-09-23,703,מעריב,מנחם לזר,16,UTJ,7,7
128,2022-09-23,703,מעריב,מנחם לזר,16,Shas,8,6
128,2022-09-23,703,מעריב,מנחם לזר,16,The Democrats,11,5
128,2022-09-23,703,מעריב,מנחם לזר,16,Blue & White,12,4
128,2022-09-23,703,מעריב,מנחם לזר,16,Religious Zionism,12,3
128,2022-09-23,703,מעריב,מנחם לזר,16,Yesh Atid,24,2
128,2022-09-23,703,מעריב,מנחם לזר,16,Likud,33,1
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,The Reservists,0,16
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Yashar!,0,15
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Bennett's Party,0,14
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Balad,0,13
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Hadash Ta'al,0,12
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Otzma Yehudit,0,11
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Ra'am,4,10
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Joint Arab List,4,9
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Yisrael Beiteinu,6,8
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,UTJ,7,7
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,The Democrats,8,6
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Shas,9,5
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Religious Zionism,12,4
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Blue & White,13,3
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Yesh Atid,23,2
127,2022-09-22,500,ערוץ 14,דירקט פולס,15,Likud,34,1
126,2022-09-22,508,חדשות 12,מנו גבע,24,The Reservists,0,16
126,2022-09-22,508,חדשות 12,מנו גבע,24,Yashar!,0,15
126,2022-09-22,508,חדשות 12,מנו גבע,24,Bennett's Party,0,14
126,2022-09-22,508,חדשות 12,מנו גבע,24,Balad,0,13
126,2022-09-22,508,חדשות 12,מנו גבע,24,Hadash Ta'al,0,12
126,2022-09-22,508,חדשות 12,מנו גבע,24,Otzma Yehudit,0,11
126,2022-09-22,508,חדשות 12,מנו גבע,24,Joint Arab List,4,10
126,2022-09-22,508,חדשות 12,מנו גבע,24,Ra'am,5,9
126,2022-09-22,508,חדשות 12,מנו גבע,24,Yisrael Beiteinu,6,8
126,2022-09-22,508,חדשות 12,מנו גבע,24,UTJ,7,7
126,2022-09-22,508,חדשות 12,מנו גבע,24,Shas,8,6
126,2022-09-22,508,חדשות 12,מנו גבע,24,The Democrats,10,5
126,2022-09-22,508,חדשות 12,מנו גבע,24,Religious Zionism,11,4
126,2022-09-22,508,חדשות 12,מנו גבע,24,Blue & White,12,3
126,2022-09-22,508,חדשות 12,מנו גבע,24,Yesh Atid,23,2
126,2022-09-22,508,חדשות 12,מנו גבע,24,Likud,34,1
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,The Reservists,0,16
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Yashar!,0,15
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Bennett's Party,0,14
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Balad,0,13
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Hadash Ta'al,0,12
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Otzma Yehudit,0,11
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Ra'am,4,10
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Joint Arab List,4,9
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Yisrael Beiteinu,5,8
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,UTJ,7,7
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Shas,8,6
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,The Democrats,10,5
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Blue & White,11,4
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Religious Zionism,14,3
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Yesh Atid,25,2
125,2022-09-22,702,חדשות 13,קמיל פוקס,20,Likud,32,1
124,2022-09-21,706,מאקו,מנחם לזר,2,The Reservists,0,16
124,2022-09-21,706,מאקו,מנחם לזר,2,Yashar!,0,15
124,2022-09-21,706,מאקו,מנחם לזר,2,Bennett's Party,0,14
124,2022-09-21,706,מאקו,מנחם לזר,2,Otzma Yehudit,0,13
124,2022-09-21,706,מאקו,מנחם לזר,2,Balad,0,12
124,2022-09-21,706,מאקו,מנחם לזר,2,Hadash Ta'al,0,11
124,2022-09-21,706,מאקו,מנחם לזר,2,Ra'am,4,10
124,2022-09-21,706,מאקו,מנחם לזר,2,Joint Arab List,4,9
124,2022-09-21,706,מאקו,מנחם לזר,2,Yisrael Beiteinu,6,8
124,2022-09-21,706,מאקו,מנחם לזר,2,UTJ,7,7
124,2022-09-21,706,מאקו,מנחם לזר,2,Shas,8,6
124,2022-09-21,706,מאקו,מנחם לזר,2,The Democrats,10,5
124,2022-09-21,706,מאקו,מנחם לזר,2,Religious Zionism,12,4
124,2022-09-21,706,מאקו,מנחם לזר,2,Blue & White,12,3
124,2022-09-21,706,מאקו,מנחם לזר,2,Yesh Atid,24,2
124,2022-09-21,706,מאקו,מנחם לזר,2,Likud,33,1
123,2022-09-18,616,ערוץ 14,דירקט פולס,14,The Reservists,0,16
123,2022-09-18,616,ערוץ 14,דירקט פולס,14,Yashar!,0,15
123,2022-09-18,616,ערוץ 14,דירקט פולס,14,Bennett's Party,0,14
123,2022-09-18,616,ערוץ 14,דירקט פולס,14,Balad,0,13
